,text,target
153,"Замечательное место, отзывчивый персонал! Приехали раньше, смогли принять душ, погладить вещи, переодеться и оставить вещи в камере хранения. Зубная паста, щетка, гель для душа, шампунь, полотенца-все в необходимом количестве! 
Очень рекомендую!",1
154,"Отель нам был необходим для сна и отдыха , с этой функцией ""Империя"" справилась замечательно! В номере есть удобная кровать,  туалет, душ, фен, чайник, небольшой холодильник, телевизор, сплит-система,  т.е. самое необходимое. Чисто, тихо и спокойно.
Отель находится в шаговой доступности от метро,  нам потребовалось минут 7-10, чтобы дойти.",1
155,"Очень маленькая раковина в ванной комнате, но это совсем не критично.",0
156,"всё относительно, в принципе, понравился отель)) цена - качество!!! обслуживающий персонал порядочный, на просьбы реагируют адекватно))) завтраки простые, однотипные, но для начала дня, вполне себе приемлемы ",1
157,"Как всегда всё великолепно! Останавливаюсь здесь уже не в первый раз. Очень нравится домашняя , спокойная , тихая атмосфера, чистота в номерах и во всех помещениях. Персонал всегда старается помочь если возникают проблемы. 
P.S. многие считают минусом— подъём на 4й этаж, но при нашей сидячей жизни, считаю, что это жирный плюс.",1
158,"Отлично место, чисто, уютно и просторно. Персонал весь дружелюбный. Сам хостел недалеко от центра, рекомендую к проживанию. Вернусь еще!",1
159,"Отличное расположение, приятный персонал, шикарная кухня. Очень тихо ночью, что позволило хорошо выспаться. Все продумано до мелочей.Спасибо !
При случае, можно навести косметический ремонт",1
160,"Второй раз посетили это прекрасное место. На это раз брали номер с удобствами на этаже. Очень чисто все и везде. Остались очень приятные впечатления, начиная с администраторов и до окончания пребывания. 10 из 10. Следующий раз, однозначно выберем это место",1
161,"Окно на улицу, шумно. Требуется косметический ремонт. Соседка из номера 713 сильно хлопала дверями: своей, общей и в туалет, причем независимо от времени суток.
 Можно сделать так, чтоьы двери были бесшумными?",0
162,Не работал телевизор.,0
163,"1 При бронировании номера в отеле было оговорено об оплате на месте.В 12.30 с отеля по Ватсапп сообщили , что должен оплатить бронь до 15.00 или бронь будет снята. На мои возражения и вопросы , что на сайте и в подтверждении брони указано -:""оплата на месте"".Плюс  в письме о брони с сайта написано : "" оплата только на месте, другое мошенники"". Мини отель сообщил , что это проблемы сайта на котором совершалась бронь ,  у них в отеле другие правила. Обратился на сайт, но и они не смогли договориться с мини отелем. Ситуация не  понятная!!!
2 Номеров- капсул  много, туалетов- душевых всего 4 !Понимаю, что убирать туалеты все время нет возможности, но желательно убирать чаще.Все время полы мокрые , видно , что туалеты убираются не достаточно часто.",0
164,Самый главный минус - в номере очень душно.,0
165,"Чистота в номере, хорошее постельное белье!
Наличие чая и кофе!
В душевых и туалетах всегда чистота,очередей нет!",1
166,"На этаже всего один туалет, на десяток номеров, что конечно же не очень радует, и очень сильная слышимость по утрам, когда люди ходят по корридору",0
167,"В номере чистенько, все необходимое имеется полотенце, тапочки, шампунь, кондиционер, холодильник,чайник, кофе, тв…! Завтрак вполне нормальный, шведский стол! Понравилось расположение отеля!",1
168,"Очень чисто! Просто шокирующая чистота для такого формата, я бы сказала) Постоянно пол моют, мусор убирают, в ванных чисто тоже. Здорово, что отдельные комнаты  хоть и маленькие. Свет, розетка, зеркало, вешалка  всё есть. Расположение  два шага до метро, вход по своему ключу тоже удобно. И очень мощная вытяжка в комнате!",1
169,"Выглядит все чуть уныло, а вода в душе не слилась в слив. К счастью, поддн глубокий, помыться получилось, но на пределе.",0
170,"Чисто, тихо, все вежливые. Размещение блоками, соседи были тихие и не заметные. Пылесосили через день, полотенца меняли только те, что на полу оставляли.",1
171,"Очень чисто и уютно, за символические деньги отдельный номер с собственным санузлом, еще и завтрак входит. Приветливый персонал.",1
172,"Хорошее вариант за эту стоимость. Внимателеный администратор. Дополнительную подушку правда не дали)) но пытались. Даже пришли объяснить, что полный заезд))
Белье чистое новое .",1
173,"Отсутствует кондиционер, ветерок не спасает ситуацию, так как кровать в нише не достигает. Душ вместо ванны (не удобно ребенка мыть, мы были с маленьким ребёнком). Но это не огорчило,и не осложнило отдыха. Нет ограничителя у дверцы холодильника, каждый раз при открывании надо следить, ловить дверь  чтобы не попадало содержимое отделов, которые расположены на двери.  За пару дней к этому привыкли.",0
174,"Понравился вежливый персонал, внутренний социум, чисто, красиво,большие кровати, очень удобное расположение самого хостела, однозначно советую!!!",1
175,"Чисто в номере, посуда, ванная комната, постельное белье все чистое и не старое, все необходимое в номере в наличии,  метро очень рядом и магазины.",1
176,"Отличное расположение, как в стихотворении «а из нашего окна площадь Краская видна»!))) в отеле чисто, тихо, уютно! Уборка номера ежедневно . В номере полотенца, тапочки, зубные щетки, паста, мыло, шампунь. Остались очень довольны! Бронировали номер за несколько месяцев, цена получилась просто подарок!",1
177,"Приехала позже 12 ночи, бронировала за несколько часов, встретили приветливо, очень быстро заселили. 
Выспалась хорошо, после дальнего перелёта. 
Спасибо за отличное обслуживание!!!",1
178,"Немного запутались в поиске отеля, нет направляющих ориентиров. Но карты помогли",0
179,"Приехали с ребёнком на неделю. Расположение отеля замечательное - до Кремля рукой подать. Номер небольшой, но и нужен только для сна, поэтому нас устроило.   Очень удобная кровать, белоснежное постельное белье и полотенца,телевизор, кондиционер,фен. У изголовья разетка и светильник каждому,что очень удобно. Отлично работает вентиляция.",1
180,"Прекрасное расположение в центре Москвы. Очень приятная цена. Тихое место, прекрасный персонал, уборка общих мест пользования каждый день службой клининга. Рядом продуктовые   магазины и другие магазины.
 Очень красивое фойе, история здания. Получила большое удовольствие от проживания. Спасибо большое!",1
181,"Очень понравился отель. Скромно, уютно, в номере есть всё необходимое. Расположен в тихом уютном районе. Да, от центра далеко, но зато в получасе ходьбы Измайловский Кремль, да и метро в 10 минутах ходьбы. Так что мы остались очень довольны!",1
182,Далеко от станций метро.,0
183,"Единственный минус - это отсутствие бесплатной парковки у отеля, но девушка администратор подсказала, где можно поставить машину бесплатно.",0
184,Минусы не нашлись,0
185,"От метро Достоевская 15 минут пешком, жесткий матрас (выпирают пружины)",0
186,"Разве что лифт не на этаже, а в лестнице.",0
187,"к сожалению нет даже малюсенького холодильника в номере, вся еда портилась к утру…. вода в душе плохо проходит, потом случается потоп!",0
188,"Хорошая гостиница. Все чисто, аккуратно (хоть ремонт и не первой свежести), хорошие завтраки. Если вы едите в Москву не для того, что бы круглые сутки сидеть в отеле, то это - хороший вариант. В шаговой доступности круглосуточный продуктовый магазин и кафешки. И метро не далеко.",1
189,"Чисто, очень порадовала комфортная кровать, наличие холодильника и цена. Вежливый персонал. Есть возможность питаться.",1
190,"В гостинице есть все, что нужно, чтобы отдохнуть, привести себя в порядок и выспаться. Мы с ребенком 7 лет брали бюджетный номер с двухъярусной кроватью. Решающими факторами были: приемлемая стоимость и близость к центру.  Результат же превзошел ожидания.",1
191,"Гостиница отлично расположена, рядом ВДНХ. В номере чисто, хорошая мебель, кровати, белоснежное постельное белье. Завтрак приемлемый, наесться можно.",1
192,"Хороший просторный хостел. Различные комнаты и ценовые категории. Расположение в центре, удобные транспортные развязки. Адекватный персонал.",1
193,"Лучший в мире хостел! Всё как новенькое, ухожено, подобрано и к месту, вплоть до мелочей. Удобное расположение, вежливый и сообразительный персонал. Такое ощущение, что владелец сам переодически здесь останавливается, даже подборка книг порадовала. Обязательно постараюсь вернутьс",1
194,"Фотографии на сайте совсем не соответствовали нашему номеру. Может быть такой номер и существует в отеле, но нас в него не заселили",0
195,В моём номере плохо работал Wi Fi.,0
196,"Не сразу поняла, где именно находится отель,   поскольку ТЦ ""Корабль"" довольно большой, а очевидной вывески не было видно. Но на деле всё оказалось просто, в отель можно попасть через главный вход, справа будет лестница.",0
197,"Воду в бутылках и чай оставляли через день, приходилось просить",0
198,"Уборка в сан.узлах только утром, за день накапливалось много мусора в ванных комнатах, вода стояла на полу. На 120 номеров работало только 2-3 ванных комнаты, приходилось ждать очереди. В номере было  очень душно. Постельное белье было чистым, но попадались чужие волосы, что было не совсем неприятным. На весь отель был один утюг, маленький и с пригоревшей поверхностью (одежду не погладить).",0
199,"Из минусов только лишь то,что не ожидали что нет ресепшен ,но это не критично оказалось,отвечали быстро на просьбы и положительно.Смутило покрывало на кровати в катышках всё, впечатление началось не с самых хороших моментов.. Но в итоге для комфортного проживания было все ,что нам необходимо:мини холодильник, дали полотенца большие(хотя сказали, что на наш номер не положено, странно.",1
200,"На одном из полотенец были какие-то пятна.
Плохая звукоизоляция между номерами.",0
201,"В целом всё понравилось.  Чистый номер, уборка каждый день. Отличные завтраки, включенные в стоимость номера - можно взять любые 6 позиций из меню по своему выбору. Готовят вкусно. При желании можно обедать и ужинать в столовой, цены доступные. Удобное расположение отеля - 5-7 минут не торопясь пешком до метро ВДНХ.",1
202,"Отель расположен недалеко от станции метро ВДНХ. Это удобно, чтобы добраться в любую точку города. 
Номер небольшой, но уютный. Есть холодильник. На этаже кулер с холодной и горячей водой. 
Приветливый персонал.",1
203,Мало подушек. Сложная навигация внутри корпуса.,0
204,"Нормально, потому что цена соответствовала качеству услуги. Плюсы рядом Пятерочка и метро Электрозаводская. Было очень удобно. Постель удобная, за это спасибо. Белье сухое и чистое. На кухне три холодильника, несколько столиков для приема пищи. Все доступно. Туалеты и душевые чистые. Спасибо уборщицам, женщины МОЛОДЦЫ!!!!",1
205,"Интернет отвратительный, постоянно выбрасывает из сети, пользоваться нереально. 
Очень специфическая канализация с принудительным насосом, работает громко и бывает не срабатывает сразу, бывали затеки канализации в душ, что как минимум не приятно. Горячая вода только в душе, стоит проточный водонагреватель, напор слабоват",0
206,"Расположение. Метро недалеко. Комната большая. Есть чайник, холодильник, телевизор (который не работал), интернет.
Администратор хороший. Очень доброжелательная, на все вопросы отвечает. Но нет рецепции, чтобы что-то спросить, надо искать по комнатам где-то после 12 ч.
Несмотря на небольшие проблемы при заселении, я еще буду останавливаться здесь.",1
207,Единственный минус попались шумные соседи,0
208,"Иногда вечером слышно было соседей ( но это человеческий фактор, на который сложно повлиять).",0
209,"Отсутствующий шкафчик или прихожая с крючками для верхней одежды на входе в номер, средненький завтрак, неработающее джакузи, номер в подвале с видом из окна на ноги пешеходов xD",0
210,"Положите пожалуйста коврик возле душа)) немного страшно поскользнуться, да и пол был бы не такой сырой)",0
211,"В номере чисто, есть все необходимое (микроволновка, чайник, посуда, холодильник, фен, тв).  Отель также предоставляет шампунь, гель.",1
212,Нет,0
213,"Уютный номер, чисто, есть чайные пары, чайник, холодильник, ежедневная уборка и вынос мусора, белоснежная постель и полотенца, демократичная цена",1
214,"1. Очень неудобное расположение розеток и выключателей. В двухместном номере свободных 2 розетки, одна из которых около душа, вторая- на противоположной от кровати стене около стола. Если нужен телефон/будильник хотя бы на прикроватной тумбе - запасайтесь кабелем минимум 2 метра(что я и сделала, спасибо предыдущим отзывам ), а при проживании вдвоем в жаркие дни придется делать выбор: вентилятор или зарядка гаджетов( До выключателя ночника не дотянуться, не встав с кровати.
2. Скорее не минус, а удивление: в двухместном номере, с полотенцами/умывалками/даже тапочками для двоих посетителей- по какой-то причине всего одна прикроватная тумба. Я проживала одна, возможно, это было изначально предусмотрено, но если такая ситуация и в других двухместных номерах- при проживании 2х человек можно смело начинать воевать за место для нужных мелочей)))",0
215,"Окна в номере были деревянные, из щелей дуло. Обратился в администрацию: предложили заменить номер без доплаты, оперативно заклеили окна в тот же день, предоставили дополнительный плед. Но деревянные окна - это очень неудобно.",0
216,"Отель находится в хорошем месте, центр города, всё в шаговой доступности. Рядом станция метро можно уехать в любую точку города. Рядом магазин спар, где продают готовое питание и другие точки питания. Вода в отеле горячая и холодная. Всё, что заявлено всё есть",1
217,"За свою цену отель супер! Заплатил за номер 1432р за ночь. От метро 15 минут пешком. В номере есть всё необходимое (посуда, микроволновка, чайник, холодильник, шкаф, стол, ТВ). Санузел в номере простенький, стены отделаны пластиком, душевой поддон со шторкой. Но всё чисто и аккуратно. Кровать и матрац на отлично!",1
218,"Очень удобное месторасположение, недалеко от вокзала, рядом много магазинов. Номера уютные, кровати мягкие, очень тихо!",1
219,"Размер номера - если раскрыть чемодан, стоять в номере буквально негде. Окно неплотно закрывается, а район очень шумный. Душевая кабина - это просто лейка для душа и пол общего санузла. Т.е. заходя после душа в туалет или вымыть руки, стоишь на сыром полу. На двоих выдано всего одно полотенце - и лицо и ноги двум постояльцам видимо нужно вытирать одним. Но самый главный минус, который перечеркивает все плюсы - запах сырости и следы плесени в номере. 
В целом, если на одну ночь и вы прямо очень неприхотливы, то можно рассмотреть этот вариант",0
220,"По телефону мне сказали, что заселение с 14 часов, но если приедете раньше, то можно оставить сумки. Мы приехали раньше, но сумки не смогли оставить, так как в апартаменты не попасть, по телефону никто не отвечает. С 7 до 10 часов мы ждали, потом поехали на вокзал, сдали сумки в камеру хранения, бродили до двух. В 2 часа заселили без проблем.
Окна выходили на шоссе, ночью окно закрывали, так как шумно. Нет кондиционера, было душно.",0
221,"Жуткий, лохматый и в пятнах ковролин портит вид номера.  Запах советских времен в номере и, особенно, коридоре тоже не добавляет плюсов. И да, в ванной по шторке шел таракан.",0
222,Всё понравилось)),0
223,"В комнате очень душно, если брать номер с кроватью сверху, ночью не хватает воздуха, ,  из-за этого плохое качество сна, были в середине октября.",0
224,"Не было 3-й подушки, но обошлись. Подъезд пора ремонтировать, но хотя бы совместно с другими собственниками его отмыть. Двор грязный, неприятно через него ходить.",0
225,"Для номера класса эконом очень хорошо,чисто,имеется холодильник,в  ванной комнате все прилично(имеются 4 полотенца, однораз. гель, мыло) Вид во двор, во дворе небольшой зеленый  парк. В шаговой доступности кафе и магазин круглосуточный.",1
226,Единственные минусы - это грязные окна и занавески. Контраст с чистыми номерами.,0
227,"Попался светлый номер(2 окна), пожелания были учтены, можно спокойно оставить чемодан в багажной комнате, есть завтраки/обеды/ужины",1
228,"Тихо и чисто, это то что я искала. Много душевых и туалетов, есть небольшая кухня для разогрева еды. 
Новое постельное белье, хороший матрац.",1
229,"Прекрасные условия проживания на 1-2 ночи: чисто, аккуратно, спокойно, приветливый персонал. Спасибо!)",1
230,"На кухне было грязновато и не очень уютно
В номере душно, приходилось спать с приоткрытой дверью.",0
231,"Немножко было не информативно понятно cразу, что представляет с собой питание включено. Но оказалось все в итоге на очень высоком уровне.",0
232,"Нормальный отель в 5 минутах от Кремля, через дорогу есть магнит -что очень радует НО чтоб до него дойти нужно пройти в подземку которая не очень близко. Двухместный номер стандарт - отличный!  В номере есть телевизор. Меняют постельное раз в 3-4 дня,мусор и остальное убирают каждый день.",1
233,"Безусловно, не люкс-отель, но по соотношению цена/качество хороший результат. Персонал отличный.

Есть ряд проблем, но общее впечатление приятное. Заявленное описание реальности соответствует.",1
234,Минус могу поставить за Мебель- расшатанные ножки у стола и кровати. Но не суть важно. Если на кроватях не прыгать - то норм.,0
235,"Очень удачное расположение гостиницы ""Металлург"". Недалеко от метро, тихий район. Нормальный номер за бюджетную цену",1
236,"Слишком маленький номер, разойтись вдвоём нереально, только боком. Заходишь и сразу кровать и все! Нас в принципе устроило, так как приходили только переночевать.",0
237,"Очень понравилось,что отель близко расположен от ВДНХ.Весь двор ухоженный,в зелени и цветах.Шум городской жизни не доносится в окна отеля.Я жила в 6 корпусе.И завтраки разнообразные,на любой вкус.Очень сытные.На каждом этаже есть кипяток и холодная водичка.Перекусит можно в номере и чаек попить.",1
238,"Минусы так же были, из самых заметных это расположение самого отеля, огромный плюс что он рядом с метро, но дом где он находится пришлось поискать, номинаторами вёл совсем с другой стороны дома, что бы зайти в отель нужно зайти в двор дома, и мягко сказать там постоянно около подхода к отелю тусуется особый контингент( кто то выпивает, люди из ближнего зарубежья, мимо которого достаточно страшно проходить мимо, особенно в вечернее время), только из за этого за расположение поставила средне, даже максимальная приближенность к метро не спасла ситуацию,  далее сам номер, в душе частые перепады температуры воды, что бы дождаться тёплой воды и горячей нужно было долго дать ей пробежать, душ на стенку не прицепить, так как он очень высоко, если первый этаж, но без закрытой шторки спокойно в номере не походишь, и тут соотвественно очень слабое освещение, в вечернее время это обречено было заметно. Камера хранения осень сомнительная, что бы ей воспользоваться нужно позвонить администратору, она ее открывает и если люди кто ей пользуются не проконтролируют что закрыли дверь, то вези остаются в свободном доступе. Так и получилось с нашими, уехав из отеля в 12 часов и приехав в 21-00, дверь в камеру хранения была открыта!!! Это очень не приятно было. Ещё столкнулись с тем что был дождь и крыльцо которое спускается вниз никак не оборудовано от скопления воды и что бы зайти или выйти в помещение придётся наступить в эту лужу, иначе никак не выйти и не выйти из помещения.",0
239,"Сложно найти, никаких опозновательных знаков, для будущих жильцов на заметку: нужно войти во двор и подойти к третьему подъезду. Предварительно свяжитесь с руководством, чтобы вам сказали код домофона, ибо администратора нет, так просто не попасть. Ещё относительно сна: окна были на проезжую часть, слышимость шикарная и плюсом на окнах короткие жалюзи, так что летом совсем не поспать, будет всё время светло",0
240,Платная  парковка! Это был неожиданный сюрприз))) 500 руб. сутки на территории от момента проезда.,0
241,"Отель находится в центре Москвы, что удобно для осмотра достопримечательностей. До Третьяковской галереи и Красной площади можно дойти пешком, до других мест также можно быстро добраться на метро или наземным транспортом. В отеле чисто, мы жили на третьем этаже в улучшенном люксе поэтому было достаточно тихо.",1
242,"Удобное расположение от станций метро. И на Электрозаводскую и на Семеновскую можно дойти минут за 13-15 минут легким шагом. Там же и ТЦ и фудкорты, что тоже удобно.
Завтрак входил в стоимость и был вполне себе хороший. В номере, а мы снимали недорогой на троих, достаточно места, кондиционер очень спасает в жару, в ванной комнате все чисто, исправно.",1
243,Изображение телевизора плохого качества что дало возможность болье поспать. Рваная тюль на окне.,0
244,"Хочется только сказать по поводу посуды. Была одноразовая посуда, но хотелось залить кашу в пакетике и таких тарелок нет. В одноразовой посуде не заваришь кашу.",0
245,"Хорошее соотношение цена/качество, в номере тихо, номер не тесный, нормально проветривается, постельное белье и полотенца чистые",1
246,"Качество обслуживания администратора Людмилы оставляет желать лучшего,на следующей день была поприветливее админ.",0
247,"Удобное расположение, большое количество номеров, в самом номере не очень много места, но зато у каждого своя комната, никто никому не мешает.
Много душевых кабинок и туалетных комнат.
Если нужно остановиться на 1-2 ночи, то это хороший вариант.",1
248,"не очень удобный матрас, прощупываются пружины, но в целом не критично",0
249,"В номере нет полотенцесушителя, из белья не было полотенец для лица, из посуды хорошо бы добавить еще одну небольшую кастрюльку, не было крышки для сковородки(при готовке все разбрызгивается).",0
250,Цена за номер. Отличные и отзывчивые девушки на рецепшн. 4 лифта. Чайник в номере. В коридоре стоит холодильник. Бельё чистое. Недалеко от метро. Тихий район. После выселения можно бесплатно оставить вещи до отъезда. Кафе в гостинице. Кофейный аппарат при входе в коридорчике.,1
251,"Вначале проживания думала, что оставлю только положительный отзыв, но один день все изменил. В хостеле начали обработку от насекомых. Я понимаю, что закрыть хостел даже на два дня может быть трудно, но:
1) не было предупреждения об обработке, чтобы люди могли спланировать свой день. Я просто не смогла попасть на кухню положить продукты, потому что там уже начали работать.
2) персонал очень старался минимизировать неудобства, открыли окна, вытяжка работала на всю - но к ночи все еще очень воняло (я молчу о том, сколько токсинов мы вдохнули за это время).
3) администрация никак не выразила желания компенсировать такие неудобства. Стаканчик кофе из Мака в качестве извинения почти ничего не стоил бы, но сгладил бы негатив от необходимости спать в отравленном воздухе. Но все сделали вид, что ничего такого

Ну и если попадется неспокойный сосед, который будет полночи шастать туда-сюда, знайте: открытие двери соседней капсулы звучит как открытие вашей двери. будете постоянно дергаться)",0
252,"Хорошая гостиница, недорогая, метро в пешей доступности, за углом магазин пятёрочка, до заселения есть услуга оставления богажа, в номере было чисто и уютно.",1
253,"По утрам в туалетах и душевых грязновато. Но у меня сложилась мысль, что от от особенности нашего пребывания. В этот же период много было иностранцев мужчин не очень чистоплотных",0
254,На первый взгляд везде чисто - и в комнатах и в туалете и в душевой. Уютная кузня. Приветливый персонал. Очень хорошее расположение.,1
255,"Отель находится в самом центре, дошли пешком с Красной площади . Стилизованное оформление. Приветливый администратор. Номер на четверых небольшой, но чистый. Кофе, чай бесплатно. Чистые душевые. За такие деньги отличный вариант. Всем советую.",1
256,Не понравилось не очень контактный персонал.Завтраки с очень странной системой 6 позиций на 1. Это неудобно считать и задерживали очередь. Я за два дня написал на почту что прилетаем с маленьким ребенком но мне ответили уже когда мы приехали. Нет детской кроватки. И неудобное расположение лифта. Приходилось таскаться с коляской через куча ступенек и никто не предложил оставить коляску в лобби. или где то ещё.,0
257,"Отопление. Местами бывало холодно в номере под двумя одеялами
Отсутствие лифта. С багажом будит трудновато забираться на последние этажи имейте ввиду.",0
